layer,neuron,input_a,input_b,gate_id,gate_name
1,0,32,0,2,not_implies
1,1,50,25,5,b
1,2,25,32,1,and
1,3,80,0,5,b
1,4,25,14,9,not_xor
1,5,42,19,12,not_a
1,6,56,55,8,not_or
1,7,40,26,13,implies
1,8,11,38,13,implies
1,9,77,41,5,b
1,10,72,31,4,not_implied_by
1,11,5,6,10,not_b
1,12,52,3,10,not_b
1,13,9,38,11,implied_by
1,14,18,49,3,a
1,15,23,55,1,and
1,16,13,17,3,a
1,17,49,15,9,not_xor
1,18,36,16,13,implies
1,19,51,57,0,zero
1,20,33,6,6,xor
1,21,82,31,5,b
1,22,70,86,3,a
1,23,35,18,6,xor
1,24,40,10,14,not_and
1,25,1,28,2,not_implies
1,26,55,26,9,not_xor
1,27,38,6,12,not_a
1,28,77,24,14,not_and
1,29,46,7,3,a
1,30,42,13,9,not_xor
1,31,81,18,14,not_and
1,32,51,75,10,not_b
1,33,48,78,4,not_implied_by
1,34,61,23,10,not_b
1,35,17,39,4,not_implied_by
1,36,31,80,1,and
1,37,7,59,8,not_or
1,38,15,42,14,not_and
1,39,9,81,8,not_or
1,40,51,15,8,not_or
1,41,42,72,8,not_or
1,42,16,17,6,xor
1,43,59,1,0,zero
1,44,81,4,7,or
1,45,87,77,2,not_implies
1,46,20,1,11,implied_by
1,47,17,16,5,b
1,48,59,57,2,not_implies
1,49,13,64,7,or
1,50,12,27,4,not_implied_by
1,51,68,60,2,not_implies
1,52,87,78,14,not_and
1,53,72,51,9,not_xor
1,54,18,1,12,not_a
1,55,28,86,8,not_or
1,56,28,44,7,or
1,57,42,15,7,or
1,58,67,28,3,a
1,59,40,63,2,not_implies
1,60,85,61,5,b
1,61,79,88,9,not_xor
1,62,11,14,2,not_implies
1,63,89,60,4,not_implied_by
1,64,35,80,13,implies
1,65,5,68,7,or
1,66,7,79,5,b
1,67,50,5,10,not_b
1,68,68,64,0,zero
1,69,70,13,10,not_b
1,70,81,60,11,implied_by
1,71,2,38,5,b
1,72,39,44,13,implies
1,73,68,32,15,one
1,74,74,44,15,one
1,75,87,49,11,implied_by
1,76,13,37,14,not_and
1,77,45,4,9,not_xor
1,78,24,65,4,not_implied_by
1,79,47,81,13,implies
1,80,70,22,4,not_implied_by
1,81,50,82,0,zero
1,82,32,87,1,and
1,83,6,79,15,one
1,84,89,69,7,or
1,85,54,76,5,b
1,86,50,85,4,not_implied_by
1,87,87,49,8,not_or
1,88,79,86,6,xor
1,89,6,6,14,not_and
1,90,74,81,6,xor
1,91,42,6,2,not_implies
1,92,84,29,13,implies
1,93,51,52,13,implies
1,94,86,5,13,implies
1,95,1,86,0,zero
1,96,27,30,2,not_implies
1,97,41,80,6,xor
1,98,49,45,6,xor
1,99,40,31,12,not_a
1,100,41,56,2,not_implies
1,101,81,16,3,a
1,102,79,22,4,not_implied_by
1,103,2,31,2,not_implies
1,104,10,84,1,and
1,105,20,3,11,implied_by
1,106,22,80,2,not_implies
1,107,59,11,4,not_implied_by
1,108,55,80,14,not_and
1,109,57,80,5,b
1,110,34,2,9,not_xor
1,111,1,18,10,not_b
1,112,56,48,10,not_b
1,113,23,35,3,a
1,114,16,23,2,not_implies
1,115,48,38,4,not_implied_by
1,116,68,24,5,b
1,117,4,18,15,one
1,118,11,58,6,xor
1,119,43,81,4,not_implied_by
1,120,20,62,11,implied_by
1,121,49,71,5,b
1,122,27,82,6,xor
1,123,47,9,2,not_implies
1,124,57,20,5,b
1,125,7,74,6,xor
1,126,32,44,9,not_xor
1,127,83,36,13,implies
1,128,12,58,2,not_implies
1,129,28,87,10,not_b
1,130,52,17,5,b
1,131,29,79,0,zero
1,132,33,68,2,not_implies
1,133,34,55,5,b
1,134,54,57,5,b
1,135,1,19,5,b
1,136,63,52,5,b
1,137,19,47,13,implies
1,138,38,2,10,not_b
1,139,31,66,8,not_or
1,140,8,80,13,implies
1,141,64,7,10,not_b
1,142,36,2,4,not_implied_by
1,143,81,70,8,not_or
1,144,30,70,4,not_implied_by
1,145,18,42,10,not_b
1,146,37,81,1,and
1,147,22,5,4,not_implied_by
1,148,37,45,5,b
1,149,19,15,5,b
1,150,0,19,14,not_and
1,151,13,49,10,not_b
1,152,61,87,13,implies
1,153,80,4,12,not_a
1,154,4,59,10,not_b
1,155,31,83,14,not_and
1,156,73,71,8,not_or
1,157,74,9,8,not_or
1,158,80,25,13,implies
1,159,60,26,6,xor
1,160,43,54,1,and
1,161,51,86,9,not_xor
1,162,8,48,13,implies
1,163,33,3,4,not_implied_by
1,164,51,19,13,implies
1,165,56,16,2,not_implies
1,166,56,75,12,not_a
1,167,16,79,7,or
1,168,87,32,3,a
1,169,58,3,7,or
1,170,48,73,4,not_implied_by
1,171,17,40,8,not_or
1,172,12,50,7,or
1,173,55,16,15,one
1,174,72,0,9,not_xor
1,175,13,14,8,not_or
1,176,83,89,6,xor
1,177,32,41,9,not_xor
1,178,12,55,1,and
1,179,59,11,7,or
1,180,39,47,12,not_a
1,181,15,51,3,a
1,182,54,10,5,b
1,183,37,82,11,implied_by
1,184,56,7,15,one
1,185,58,23,8,not_or
1,186,45,66,11,implied_by
1,187,47,42,11,implied_by
1,188,34,19,7,or
1,189,56,63,15,one
1,190,66,70,5,b
1,191,39,5,12,not_a
1,192,67,66,3,a
1,193,8,39,5,b
1,194,43,40,7,or
1,195,38,45,4,not_implied_by
1,196,7,69,0,zero
1,197,69,24,6,xor
1,198,37,2,11,implied_by
1,199,18,50,3,a
1,200,71,85,8,not_or
1,201,82,36,4,not_implied_by
1,202,57,20,10,not_b
1,203,71,49,15,one
1,204,34,66,3,a
1,205,55,43,14,not_and
1,206,32,62,3,a
1,207,69,2,6,xor
1,208,55,85,5,b
1,209,52,87,1,and
1,210,35,58,8,not_or
1,211,16,77,10,not_b
1,212,22,12,10,not_b
1,213,4,21,0,zero
1,214,5,88,8,not_or
1,215,48,61,10,not_b
1,216,66,34,10,not_b
1,217,70,74,6,xor
1,218,81,77,4,not_implied_by
1,219,38,55,1,and
1,220,45,58,3,a
1,221,24,0,12,not_a
1,222,84,33,5,b
1,223,7,57,11,implied_by
1,224,14,38,15,one
1,225,25,23,4,not_implied_by
1,226,57,60,0,zero
1,227,44,49,3,a
1,228,39,20,10,not_b
1,229,1,7,11,implied_by
1,230,11,58,10,not_b
1,231,59,33,6,xor
1,232,15,3,3,a
1,233,89,22,9,not_xor
1,234,74,37,5,b
1,235,74,81,13,implies
1,236,8,77,2,not_implies
1,237,69,86,5,b
1,238,9,69,7,or
1,239,10,37,13,implies
1,240,38,13,3,a
1,241,65,56,8,not_or
1,242,61,41,10,not_b
1,243,0,0,2,not_implies
1,244,63,36,4,not_implied_by
1,245,73,48,5,b
1,246,72,22,8,not_or
1,247,55,62,3,a
1,248,49,30,6,xor
1,249,89,54,5,b
1,250,85,21,7,or
1,251,11,46,2,not_implies
1,252,50,9,8,not_or
1,253,74,85,8,not_or
1,254,9,74,4,not_implied_by
1,255,51,16,1,and
1,256,32,7,1,and
1,257,6,29,8,not_or
1,258,69,29,2,not_implies
1,259,9,83,11,implied_by
1,260,42,48,8,not_or
1,261,81,89,4,not_implied_by
1,262,8,6,9,not_xor
1,263,49,72,7,or
1,264,48,18,8,not_or
1,265,53,24,9,not_xor
1,266,26,61,2,not_implies
1,267,7,26,11,implied_by
1,268,69,70,4,not_implied_by
1,269,4,17,4,not_implied_by
1,270,13,34,0,zero
1,271,71,67,7,or
1,272,32,10,13,implies
1,273,43,80,2,not_implies
1,274,14,26,6,xor
1,275,72,80,9,not_xor
1,276,19,72,9,not_xor
1,277,27,60,15,one
1,278,65,22,10,not_b
1,279,50,26,1,and
1,280,11,12,3,a
1,281,88,37,7,or
1,282,85,0,5,b
1,283,18,18,7,or
1,284,19,7,2,not_implies
1,285,5,21,11,implied_by
1,286,29,53,13,implies
1,287,68,14,3,a
1,288,14,39,5,b
1,289,74,10,8,not_or
1,290,16,9,4,not_implied_by
1,291,63,37,8,not_or
1,292,67,0,6,xor
1,293,49,18,10,not_b
1,294,11,5,12,not_a
1,295,6,70,5,b
1,296,65,87,7,or
