layer,neuron,input_a,input_b,gate_id,gate_name
1,0,28,57,9,not_xor
1,1,17,38,5,b
1,2,11,69,9,not_xor
1,3,47,87,5,b
1,4,25,33,15,one
1,5,39,15,1,and
1,6,27,5,5,b
1,7,38,14,13,implies
1,8,31,15,13,implies
1,9,3,23,8,not_or
1,10,42,5,11,implied_by
1,11,2,32,10,not_b
1,12,21,56,9,not_xor
1,13,13,49,13,implies
1,14,51,0,4,not_implied_by
1,15,73,80,10,not_b
1,16,57,61,3,a
1,17,68,73,15,one
1,18,37,79,1,and
1,19,15,21,0,zero
1,20,71,23,8,not_or
1,21,55,85,5,b
1,22,18,75,3,a
1,23,34,4,6,xor
1,24,36,52,14,not_and
1,25,45,60,2,not_implies
1,26,76,14,14,not_and
1,27,1,64,13,implies
1,28,59,63,9,not_xor
1,29,79,63,3,a
1,30,82,7,2,not_implies
1,31,12,43,10,not_b
1,32,29,47,6,xor
1,33,73,0,3,a
1,34,28,15,13,implies
1,35,67,3,11,implied_by
1,36,25,75,1,and
1,37,54,11,8,not_or
1,38,79,12,5,b
1,39,21,6,3,a
1,40,29,61,8,not_or
1,41,11,66,4,not_implied_by
1,42,60,18,6,xor
1,43,22,84,3,a
1,44,80,28,7,or
1,45,82,22,4,not_implied_by
1,46,66,81,11,implied_by
1,47,12,77,7,or
1,48,15,77,2,not_implies
1,49,32,9,7,or
1,50,10,14,14,not_and
1,51,2,40,9,not_xor
1,52,62,28,15,one
1,53,69,44,6,xor
1,54,42,59,4,not_implied_by
1,55,89,34,4,not_implied_by
1,56,49,16,7,or
1,57,67,88,13,implies
1,58,57,60,12,not_a
1,59,14,13,8,not_or
1,60,3,48,9,not_xor
1,61,9,35,5,b
1,62,18,44,6,xor
1,63,8,9,4,not_implied_by
1,64,73,34,3,a
1,65,42,62,7,or
1,66,22,2,11,implied_by
1,67,51,54,3,a
1,68,68,46,0,zero
1,69,18,46,5,b
1,70,33,65,11,implied_by
1,71,41,26,13,implies
1,72,45,62,13,implies
1,73,80,62,1,and
1,74,72,58,15,one
1,75,47,19,15,one
1,76,9,7,14,not_and
1,77,78,6,15,one
1,78,10,51,4,not_implied_by
1,79,75,71,6,xor
1,80,12,1,4,not_implied_by
1,81,79,44,0,zero
1,82,84,24,4,not_implied_by
1,83,36,32,15,one
1,84,88,14,12,not_a
1,85,33,16,5,b
1,86,40,31,11,implied_by
1,87,28,5,8,not_or
1,88,26,47,6,xor
1,89,51,12,14,not_and
1,90,71,65,9,not_xor
1,91,78,1,3,a
1,92,25,44,0,zero
1,93,13,45,3,a
1,94,68,38,10,not_b
1,95,16,54,6,xor
1,96,28,76,2,not_implies
1,97,47,11,0,zero
1,98,71,24,6,xor
1,99,31,67,12,not_a
1,100,21,42,8,not_or
1,101,65,13,9,not_xor
1,102,65,66,3,a
1,103,14,23,2,not_implies
1,104,69,6,6,xor
1,105,50,46,2,not_implies
1,106,46,82,2,not_implies
1,107,19,78,6,xor
1,108,37,77,3,a
1,109,4,7,0,zero
1,110,30,45,1,and
1,111,35,20,6,xor
1,112,64,11,1,and
1,113,65,8,1,and
1,114,76,42,6,xor
1,115,81,5,15,one
1,116,70,89,5,b
1,117,6,18,7,or
1,118,32,85,5,b
1,119,24,44,6,xor
1,120,85,1,11,implied_by
1,121,68,60,12,not_a
1,122,9,28,6,xor
1,123,43,86,9,not_xor
1,124,17,24,6,xor
1,125,16,13,11,implied_by
1,126,1,21,9,not_xor
1,127,53,31,2,not_implies
1,128,89,87,2,not_implies
1,129,18,88,10,not_b
1,130,75,58,11,implied_by
1,131,42,3,9,not_xor
1,132,59,82,3,a
1,133,67,49,5,b
1,134,70,80,5,b
1,135,45,35,5,b
1,136,13,39,6,xor
1,137,80,56,9,not_xor
1,138,60,65,10,not_b
1,139,60,58,8,not_or
1,140,63,72,5,b
1,141,24,86,6,xor
1,142,31,60,3,a
1,143,16,51,8,not_or
1,144,27,60,9,not_xor
1,145,45,67,15,one
1,146,38,64,1,and
1,147,40,24,9,not_xor
1,148,43,21,5,b
1,149,85,9,5,b
1,150,77,88,12,not_a
1,151,65,68,6,xor
1,152,8,6,13,implies
1,153,38,85,7,or
1,154,69,69,10,not_b
1,155,53,63,14,not_and
1,156,85,54,5,b
1,157,7,35,8,not_or
1,158,81,26,10,not_b
1,159,29,76,6,xor
1,160,89,30,1,and
1,161,12,66,9,not_xor
1,162,10,74,2,not_implies
1,163,53,24,4,not_implied_by
1,164,60,26,2,not_implies
1,165,80,3,0,zero
