layer,neuron,input_a,input_b,gate_id,gate_name
1,0,57,75,9,not_xor
1,1,35,42,5,b
1,2,37,49,1,and
1,3,59,74,5,b
1,4,18,37,12,not_a
1,5,6,32,12,not_a
1,6,71,80,8,not_or
1,7,30,40,8,not_or
1,8,29,50,13,implies
1,9,24,44,5,b
1,10,67,68,11,implied_by
1,11,6,14,10,not_b
1,12,83,85,14,not_and
1,13,64,70,13,implies
1,14,71,72,4,not_implied_by
1,15,21,35,10,not_b
1,16,39,45,3,a
1,17,53,76,15,one
1,18,54,76,1,and
1,19,0,25,13,implies
1,20,13,23,8,not_or
1,21,27,39,5,b
1,22,38,57,3,a
1,23,82,89,6,xor
1,24,15,17,14,not_and
1,25,73,89,2,not_implies
1,26,16,35,14,not_and
1,27,7,20,13,implies
1,28,14,19,9,not_xor
1,29,8,16,3,a
1,30,49,72,2,not_implies
1,31,23,35,10,not_b
1,32,2,8,6,xor
1,33,27,28,3,a
1,34,52,65,13,implies
1,35,52,69,11,implied_by
1,36,35,39,10,not_b
1,37,18,26,8,not_or
1,38,47,60,5,b
1,39,45,49,3,a
1,40,65,82,8,not_or
1,41,20,35,6,xor
1,42,37,42,6,xor
1,43,51,53,15,one
1,44,17,34,7,or
1,45,16,22,10,not_b
1,46,58,60,5,b
1,47,17,35,11,implied_by
1,48,74,89,14,not_and
1,49,51,70,7,or
1,50,81,89,14,not_and
1,51,55,57,2,not_implies
1,52,72,85,14,not_and
1,53,58,81,14,not_and
1,54,40,53,1,and
1,55,5,32,4,not_implied_by
1,56,65,88,7,or
1,57,78,82,13,implies
1,58,9,27,9,not_xor
1,59,72,86,8,not_or
1,60,2,21,10,not_b
1,61,46,58,5,b
1,62,8,22,2,not_implies
1,63,15,27,4,not_implied_by
1,64,51,76,3,a
1,65,53,69,7,or
1,66,30,39,11,implied_by
1,67,53,64,3,a
1,68,6,11,12,not_a
1,69,73,79,5,b
1,70,12,27,11,implied_by
1,71,30,52,13,implies
1,72,80,86,10,not_b
1,73,61,74,1,and
1,74,9,31,15,one
1,75,42,51,11,implied_by
1,76,58,70,14,not_and
1,77,61,62,15,one
1,78,43,64,4,not_implied_by
1,79,36,46,8,not_or
1,80,8,11,4,not_implied_by
1,81,51,61,0,zero
1,82,47,73,4,not_implied_by
1,83,47,72,15,one
1,84,62,84,5,b
1,85,22,48,3,a
1,86,69,82,11,implied_by
1,87,57,67,8,not_or
1,88,41,56,6,xor
1,89,67,71,10,not_b
1,90,83,89,9,not_xor
1,91,55,70,3,a
1,92,17,26,13,implies
1,93,10,26,3,a
1,94,33,55,10,not_b
1,95,8,23,6,xor
1,96,55,58,2,not_implies
1,97,47,50,0,zero
1,98,18,35,9,not_xor
1,99,10,21,12,not_a
1,100,74,78,8,not_or
1,101,49,73,3,a
1,102,81,83,3,a
1,103,44,47,2,not_implies
1,104,60,65,6,xor
1,105,62,66,2,not_implies
1,106,38,63,2,not_implies
1,107,62,65,5,b
1,108,10,33,3,a
1,109,16,31,0,zero
1,110,36,55,1,and
1,111,61,68,14,not_and
1,112,75,80,6,xor
1,113,62,73,1,and
1,114,12,23,2,not_implies
1,115,5,31,15,one
1,116,14,23,2,not_implies
1,117,83,86,11,implied_by
1,118,51,52,6,xor
1,119,36,41,6,xor
1,120,59,67,11,implied_by
1,121,51,74,12,not_a
1,122,54,67,6,xor
1,123,29,46,2,not_implies
1,124,25,31,5,b
1,125,8,28,2,not_implies
1,126,0,13,9,not_xor
1,127,8,21,15,one
1,128,21,38,2,not_implies
1,129,43,48,10,not_b
1,130,56,61,11,implied_by
1,131,61,64,0,zero
1,132,50,59,3,a
1,133,81,87,12,not_a
1,134,20,24,5,b
1,135,64,83,5,b
1,136,46,54,6,xor
1,137,49,63,8,not_or
1,138,24,43,10,not_b
1,139,42,56,8,not_or
1,140,67,87,5,b
1,141,28,30,10,not_b
1,142,55,64,3,a
1,143,63,64,8,not_or
1,144,40,43,9,not_xor
1,145,22,23,11,implied_by
1,146,77,85,1,and
1,147,67,78,4,not_implied_by
1,148,6,25,5,b
1,149,69,86,6,xor
1,150,56,70,12,not_a
1,151,43,68,6,xor
1,152,58,75,13,implies
1,153,27,34,7,or
1,154,69,80,6,xor
1,155,26,31,14,not_and
1,156,30,37,3,a
1,157,24,40,8,not_or
1,158,8,17,10,not_b
1,159,22,34,13,implies
1,160,9,34,1,and
1,161,70,79,9,not_xor
1,162,58,84,2,not_implies
1,163,47,71,4,not_implied_by
1,164,56,62,2,not_implies
1,165,34,47,0,zero
1,166,17,41,4,not_implied_by
1,167,50,60,7,or
1,168,3,22,3,a
1,169,34,45,7,or
1,170,36,48,8,not_or
1,171,56,78,8,not_or
1,172,0,23,12,not_a
1,173,46,71,0,zero
1,174,64,80,15,one
1,175,11,35,8,not_or
1,176,25,39,6,xor
1,177,80,87,9,not_xor
1,178,60,71,11,implied_by
1,179,33,59,9,not_xor
1,180,20,27,5,b
1,181,48,68,4,not_implied_by
1,182,19,22,5,b
1,183,30,35,11,implied_by
1,184,15,19,12,not_a
1,185,79,88,3,a
1,186,84,88,11,implied_by
1,187,6,26,15,one
1,188,11,36,9,not_xor
1,189,31,48,15,one
1,190,38,61,7,or
1,191,86,88,12,not_a
1,192,47,65,3,a
1,193,74,85,6,xor
1,194,71,84,7,or
1,195,13,25,4,not_implied_by
1,196,16,30,0,zero
1,197,52,54,13,implies
1,198,37,57,7,or
1,199,33,38,3,a
1,200,52,71,11,implied_by
1,201,10,31,12,not_a
1,202,43,50,15,one
1,203,25,41,15,one
1,204,67,84,12,not_a
1,205,33,47,6,xor
1,206,16,28,2,not_implies
1,207,15,16,6,xor
1,208,45,53,1,and
1,209,0,1,7,or
1,210,29,38,8,not_or
1,211,2,11,4,not_implied_by
1,212,44,64,7,or
1,213,57,64,0,zero
1,214,38,41,8,not_or
1,215,0,21,10,not_b
1,216,36,59,10,not_b
1,217,60,82,8,not_or
1,218,48,54,13,implies
1,219,3,9,2,not_implies
1,220,32,40,3,a
1,221,61,79,12,not_a
1,222,49,53,5,b
1,223,65,89,11,implied_by
1,224,83,87,13,implies
1,225,50,57,12,not_a
1,226,3,25,12,not_a
1,227,27,35,3,a
1,228,68,71,10,not_b
1,229,16,17,11,implied_by
1,230,13,17,10,not_b
1,231,76,88,3,a
1,232,13,26,8,not_or
1,233,49,68,15,one
1,234,34,39,6,xor
1,235,54,68,0,zero
1,236,27,36,4,not_implied_by
1,237,63,86,14,not_and
